100 30 1
30
	0	55	1	96	2	28	3	28	4	54	5	66	6	11	7	66	8	48	9	71	10	21	11	39	12	69	13	19	14	79	15	37	16	1	17	16	18	18	19	72	20	55	21	61	22	11	23	25	24	88	25	5	26	20	27	72	28	88	29	77	
	0	12	1	10	2	25	3	100	4	52	5	80	6	17	7	48	8	46	9	59	10	53	11	51	12	87	13	61	14	44	15	94	16	6	17	26	18	32	19	3	20	40	21	100	22	66	23	50	24	7	25	53	26	69	27	100	28	71	29	74	
	0	21	1	39	2	47	3	22	4	71	5	90	6	9	7	45	8	64	9	65	10	57	11	7	12	96	13	75	14	56	15	33	16	72	17	60	18	26	19	41	20	83	21	6	22	33	23	23	24	58	25	99	26	61	27	1	28	31	29	40	
	0	6	1	49	2	81	3	46	4	45	5	26	6	91	7	90	8	32	9	75	10	98	11	49	12	16	13	68	14	5	15	89	16	52	17	23	18	84	19	74	20	11	21	16	22	97	23	100	24	10	25	10	26	76	27	54	28	42	29	93	
	0	24	1	38	2	86	3	56	4	43	5	95	6	70	7	91	8	87	9	12	10	8	11	87	12	28	13	91	14	54	15	99	16	92	17	26	18	21	19	87	20	41	21	75	22	69	23	37	24	58	25	87	26	43	27	23	28	67	29	24	
	0	76	1	92	2	18	3	48	4	15	5	83	6	64	7	62	8	74	9	73	10	81	11	53	12	1	13	88	14	22	15	31	16	77	17	56	18	37	19	55	20	61	21	34	22	51	23	96	24	84	25	65	26	58	27	62	28	47	29	24	
	0	4	1	88	2	100	3	99	4	88	5	43	6	83	7	2	8	92	9	22	10	93	11	56	12	37	13	7	14	96	15	82	16	8	17	34	18	36	19	26	20	1	21	26	22	24	23	95	24	50	25	76	26	60	27	83	28	17	29	53	
	0	34	1	77	2	11	3	32	4	78	5	90	6	66	7	56	8	21	9	38	10	30	11	43	12	59	13	36	14	37	15	39	16	81	17	33	18	33	19	52	20	38	21	87	22	59	23	81	24	73	25	87	26	29	27	12	28	16	29	37	
	0	59	1	51	2	48	3	80	4	75	5	64	6	30	7	33	8	5	9	21	10	30	11	58	12	55	13	30	14	7	15	88	16	6	17	73	18	7	19	62	20	85	21	32	22	1	23	85	24	6	25	38	26	56	27	48	28	60	29	83	
	0	34	1	89	2	37	3	6	4	38	5	95	6	57	7	9	8	56	9	47	10	91	11	96	12	36	13	78	14	11	15	95	16	43	17	45	18	9	19	46	20	78	21	56	22	54	23	23	24	3	25	37	26	88	27	82	28	82	29	52	
	0	81	1	38	2	100	3	16	4	57	5	5	6	76	7	85	8	97	9	90	10	28	11	10	12	74	13	55	14	71	15	79	16	93	17	65	18	57	19	7	20	53	21	72	22	14	23	7	24	18	25	20	26	25	27	27	28	37	29	2	
	0	62	1	99	2	2	3	17	4	55	5	38	6	21	7	16	8	65	9	19	10	54	11	84	12	85	13	28	14	8	15	36	16	5	17	40	18	86	19	81	20	22	21	50	22	18	23	81	24	93	25	76	26	66	27	100	28	51	29	46	
