100 20 1
20
	0	96	1	90	2	12	3	39	4	34	5	100	6	31	7	92	8	28	9	98	10	78	11	73	12	41	13	26	14	44	15	52	16	57	17	67	18	62	19	91	
	0	60	1	47	2	11	3	15	4	68	5	63	6	52	7	42	8	21	9	35	10	85	11	36	12	81	13	22	14	8	15	30	16	73	17	23	18	22	19	26	
	0	89	1	46	2	8	3	35	4	24	5	20	6	83	7	32	8	57	9	25	10	8	11	31	12	78	13	96	14	88	15	52	16	26	17	30	18	47	19	29	
	0	26	1	49	2	84	3	84	4	44	5	92	6	13	7	71	8	60	9	32	10	1	11	5	12	68	13	61	14	9	15	15	16	84	17	75	18	51	19	32	
	0	11	1	64	2	26	3	42	4	82	5	42	6	50	7	47	8	27	9	43	10	59	11	83	12	74	13	53	14	42	15	29	16	55	17	89	18	48	19	38	
	0	95	1	27	2	72	3	31	4	89	5	3	6	92	7	57	8	25	9	16	10	60	11	90	12	41	13	43	14	87	15	56	16	96	17	92	18	38	19	67	
	0	17	1	92	2	95	3	34	4	48	5	14	6	99	7	54	8	44	9	67	10	16	11	41	12	97	13	5	14	75	15	66	16	96	17	1	18	62	19	22	
	0	46	1	9	2	82	3	11	4	10	5	77	6	87	7	10	8	4	9	11	10	33	11	90	12	3	13	98	14	83	15	49	16	9	17	72	18	19	19	44	
	0	14	1	67	2	74	3	98	4	39	5	10	6	2	7	30	8	70	9	57	10	2	11	25	12	84	13	90	14	48	15	95	16	42	17	24	18	51	19	55	
	0	57	1	18	2	41	3	46	4	53	5	94	6	16	7	45	8	20	9	4	10	65	11	79	12	57	13	13	14	29	15	36	16	12	17	89	18	20	19	5	
	0	13	1	5	2	32	3	78	4	66	5	51	6	36	7	30	8	41	9	15	10	78	11	67	12	71	13	34	14	35	15	53	16	3	17	6	18	5	19	5	
	0	47	1	78	2	83	3	10	4	1	5	94	6	17	7	12	8	81	9	26	10	83	11	13	12	3	13	51	14	13	15	93	16	73	17	26	18	17	19	75	
	0	20	1	82	2	77	3	15	4	24	5	42	6	67	7	35	8	53	9	64	10	11	11	29	12	32	13	29	14	52	15	42	16	3	17	92	18	23	19	97	
	0	98	1	39	2	29	3	71	4	39	5	24	6	60	7	67	8	21	9	74	10	98	11	28	12	21	13	53	14	35	15	98	16	74	17	35	18	48	19	94	
	0	47	1	98	2	45	3	21	4	43	5	46	6	91	7	100	8	25	9	96	10	50	11	3	12	26	13	85	14	87	15	79	16	21	17	13	18	34	19	47	
	0	97	1	13	2	29	3	63	4	98	5	92	6	44	7	36	8	54	9	41	10	92	11	40	12	94	13	10	14	3	15	21	16	46	17	20	18	41	19	37	
	0	69	1	67	2	7	3	10	4	70	5	14	6	70	7	65	8	37	9	89	10	30	11	77	12	7	13	99	14	80	15	16	16	98	17	78	18	13	19	65	
	0	27	1	27	2	54	3	42	4	1	5	46	6	50	7	82	8	55	9	51	10	99	11	8	12	62	13	15	14	85	15	78	16	94	17	42	18	12	19	89	
	0	99	1	55	2	21	3	10	4	44	5	53	6	64	7	37	8	45	9	9	10	53	11	6	12	66	13	93	14	37	15	36	16	80	17	68	18	61	19	27	
	0	98	1	21	2	19	3	100	4	36	5	50	6	96	7	84	8	29	9	36	10	10	11	18	12	20	13	57	14	74	15	68	16	15	17	95	18	21	19	28	
	0	75	1	88	2	89	3	74	4	91	5	32	6	59	7	50	8	91	9	2	10	41	11	13	12	20	13	63	14	30	15	44	16	47	17	86	18	69	19	59	
	0	4	1	37	2	92	3	93	4	79	5	5	6	21	7	65	8	18	9	68	10	23	11	71	12	28	13	71	14	80	15	73	16	33	17	24	18	2	19	39	
	0	2	1	34	2	73	3	63	4	53	5	20	6	20	7	1	8	72	9	25	10	96	11	84	12	51	13	72	14	53	15	6	16	95	17	1	18	47	19	17	
	0	93	1	4	2	22	3	67	4	37	5	66	6	54	7	64	8	25	9	16	10	56	11	33	12	25	13	11	14	25	15	13	16	53	17	30	18	65	19	43	
	0	9	1	37	2	71	3	13	4	5	5	10	6	63	7	56	8	2	9	84	10	19	11	62	12	98	13	16	14	10	15	35	16	20	17	77	18	76	19	38	
	0	83	1	72	2	83	3	94	4	81	5	52	6	46	7	87	8	31	9	1	10	1	11	77	12	20	13	16	14	60	15	16	16	71	17	63	18	41	19	93	
	0	99	1	1	2	5	3	46	4	55	5	56	6	11	7	18	8	83	9	57	10	98	11	51	12	38	13	74	14	76	15	99	16	93	17	23	18	71	19	57	
	0	84	1	86	2	31	3	25	4	44	5	44	6	47	7	5	8	85	9	22	10	50	11	59	12	67	13	54	14	70	15	97	16	5	17	91	18	48	19	75	
	0	65	1	12	2	14	3	11	4	59	5	59	6	31	7	19	8	36	9	63	10	57	11	64	12	31	13	12	14	17	15	85	16	25	17	31	18	3	19	98	
	0	38	1	91	2	12	3	87	4	68	5	98	6	66	7	1	8	95	9	22	10	91	11	27	12	42	13	55	14	10	15	91	16	70	17	45	18	76	19	67	
	0	44	1	24	2	91	3	7	4	86	5	80	6	17	7	38	8	59	9	4	10	96	11	61	12	7	13	75	14	97	15	97	16	48	17	81	18	47	19	96	
	0	90	1	56	2	14	3	42	4	74	5	58	6	90	7	26	8	2	9	84	10	6	11	20	12	21	13	9	14	17	15	83	16	90	17	82	18	9	19	3	
	0	98	1	62	2	71	3	61	4	84	5	29	6	70	7	92	8	93	9	47	10	87	11	53	12	90	13	14	14	3	15	95	16	78	17	65	18	49	19	100	
	0	52	1	27	2	23	3	28	4	17	5	36	6	96	7	30	8	94	9	1	10	47	11	90	12	83	13	63	14	11	15	47	16	64	17	34	18	28	19	10	
	0	57	1	3	2	14	3	76	4	10	5	11	6	16	7	36	8	16	9	49	10	51	11	65	12	28	13	55	14	42	15	63	16	9	17	84	18	15	19	82	
	0	32	1	13	2	12	3	77	4	64	5	2	6	80	7	97	8	100	9	38	10	77	11	53	12	67	13	63	14	31	15	42	16	83	17	4	18	86	19	83	
	0	26	1	72	2	29	3	42	4	81	5	47	6	42	7	67	8	98	9	21	10	55	11	95	12	53	13	67	14	4	15	61	16	79	17	67	18	99	19	1	
	0	36	1	12	2	14	3	6	4	52	5	14	6	94	7	2	8	56	9	16	10	45	11	21	12	75	13	95	14	86	15	6	16	92	17	76	18	85	19	58	
	0	51	1	31	2	43	3	43	4	44	5	91	6	63	7	26	8	99	9	58	10	27	11	46	12	31	13	29	14	46	15	20	16	74	17	100	18	48	19	76	
	0	63	1	44	2	65	3	14	4	79	5	7	6	42	7	18	8	96	9	74	10	85	11	13	12	20	13	46	14	16	15	64	16	14	17	100	18	37	19	72	
	0	32	1	66	2	17	3	41	4	10	5	100	6	3	7	65	8	14	9	69	10	68	11	72	12	2	13	72	14	90	15	49	16	26	17	70	18	10	19	20	
	0	47	1	48	2	87	3	56	4	45	5	34	6	17	7	45	8	11	9	31	10	86	11	26	12	7	13	69	14	40	15	1	16	32	17	46	18	56	19	23	
