1000 50 1
50
	0	39	1	57	2	11	3	26	4	81	5	67	6	2	7	11	8	19	9	17	10	13	11	48	12	4	13	41	14	99	15	7	16	52	17	66	18	61	19	70	20	27	21	50	22	10	23	2	24	79	25	78	26	31	27	93	28	24	29	94	30	48	31	23	32	28	33	97	34	39	35	5	36	36	37	82	38	1	39	9	40	100	41	97	42	15	43	42	44	51	45	83	46	38	47	87	48	48	49	76	
	0	11	1	2	2	73	3	95	4	59	5	39	6	25	7	61	8	22	9	16	10	29	11	88	12	15	13	91	14	59	15	59	16	44	17	34	18	67	19	11	20	52	21	64	22	83	23	84	24	20	25	42	26	39	27	42	28	6	29	3	30	86	31	83	32	9	33	57	34	5	35	93	36	25	37	26	38	34	39	94	40	66	41	50	42	9	43	80	44	49	45	100	46	42	47	88	48	31	49	33	
	0	86	1	30	2	99	3	6	4	100	5	66	6	75	7	44	8	24	9	23	10	83	11	5	12	20	13	50	14	14	15	39	16	43	17	23	18	5	19	42	20	44	21	47	22	66	23	57	24	31	25	9	26	18	27	69	28	75	29	98	30	11	31	4	32	88	33	60	34	98	35	21	36	31	37	100	38	93	39	13	40	21	41	8	42	37	43	66	44	57	45	96	46	34	47	45	48	79	49	70	
	0	96	1	5	2	78	3	17	4	66	5	72	6	8	7	87	8	90	9	19	10	89	11	74	12	9	13	97	14	94	15	61	16	17	17	57	18	49	19	60	20	33	21	4	22	59	23	1	24	55	25	90	26	85	27	19	28	30	29	30	30	96	31	65	32	44	33	89	34	36	35	49	36	99	37	28	38	79	39	99	40	96	41	58	42	28	43	80	44	72	45	15	46	59	47	88	48	79	49	4	
	0	76	1	44	2	63	3	69	4	21	5	46	6	47	7	61	8	96	9	38	10	97	11	66	12	62	13	37	14	86	15	48	16	58	17	85	18	76	19	72	20	50	21	65	22	22	23	57	24	36	25	41	26	48	27	83	28	32	29	25	30	98	31	40	32	78	33	18	34	52	35	100	36	64	37	81	38	28	39	82	40	55	41	17	42	12	43	18	44	71	45	17	46	94	47	34	48	60	49	59	
	0	86	1	52	2	23	3	68	4	51	5	85	6	14	7	67	8	98	9	92	10	17	11	38	12	52	13	82	14	6	15	59	16	55	17	70	18	48	19	61	20	73	21	39	22	72	23	64	24	2	25	69	26	69	27	90	28	79	29	73	30	78	31	1	32	76	33	20	34	94	35	41	36	78	37	27	38	72	39	71	40	73	41	54	42	49	43	28	44	26	45	30	46	32	47	52	48	29	49	94	
	0	72	1	92	2	64	3	38	4	49	5	55	6	15	7	19	8	41	9	20	10	67	11	91	12	77	13	53	14	6	15	8	16	33	17	11	18	40	19	88	20	92	21	78	22	94	23	57	24	69	25	73	26	5	27	48	28	92	29	12	30	41	31	76	32	30	33	58	34	31	35	35	36	89	37	37	38	80	39	76	40	30	41	10	42	49	43	13	44	96	45	97	46	73	47	53	48	62	49	6	
	0	46	1	67	2	45	3	6	4	88	5	5	6	5	7	21	8	15	9	24	10	6	11	70	12	100	13	29	14	11	15	64	16	55	17	52	18	44	19	12	20	56	21	29	22	97	23	80	24	80	25	35	26	87	27	27	28	44	29	6	30	49	31	80	32	82	33	43	34	75	35	73	36	71	37	11	38	64	39	59	40	17	41	53	42	67	43	52	44	85	45	75	46	90	47	94	48	16	49	51	
	0	98	1	35	2	80	3	57	4	78	5	43	6	46	7	29	8	26	9	93	10	48	11	44	12	95	13	34	14	77	15	31	16	18	17	37	18	44	19	90	20	71	21	92	22	19	23	48	24	50	25	88	26	4	27	20	28	57	29	3	30	98	31	18	32	55	33	54	34	91	35	12	36	32	37	91	38	69	39	42	40	65	41	97	42	96	43	6	44	100	45	71	46	39	47	68	48	3	49	92	
	0	87	1	51	2	74	3	7	4	64	5	61	6	46	7	44	8	34	9	16	10	12	11	87	12	33	13	54	14	84	15	65	16	69	17	11	18	92	19	75	20	51	21	88	22	16	23	98	24	16	25	92	26	64	27	33	28	32	29	46	30	96	31	44	32	54	33	68	34	88	35	77	36	90	37	99	38	21	39	67	40	6	41	85	42	81	43	7	44	57	45	22	46	7	47	56	48	43	49	81	
