1000 30 1
30
	0	85	1	19	2	73	3	8	4	51	5	69	6	32	7	57	8	45	9	63	10	47	11	98	12	18	13	59	14	65	15	53	16	74	17	20	18	87	19	8	20	1	21	56	22	92	23	64	24	13	25	32	26	81	27	27	28	18	29	68	
	0	78	1	61	2	82	3	71	4	97	5	27	6	22	7	48	8	15	9	79	10	34	11	83	12	61	13	96	14	37	15	45	16	32	17	45	18	14	19	6	20	25	21	52	22	15	23	85	24	53	25	33	26	83	27	15	28	48	29	50	
	0	55	1	6	2	89	3	49	4	57	5	93	6	26	7	24	8	41	9	89	10	22	11	66	12	21	13	94	14	78	15	20	16	77	17	44	18	84	19	57	20	44	21	97	22	3	23	19	24	83	25	27	26	31	27	28	28	84	29	36	
	0	88	1	12	2	31	3	70	4	23	5	34	6	64	7	38	8	45	9	19	10	88	11	32	12	93	13	92	14	54	15	32	16	29	17	82	18	34	19	57	20	1	21	43	22	6	23	84	24	56	25	29	26	37	27	97	28	7	29	36	
	0	10	1	29	2	28	3	47	4	45	5	63	6	36	7	3	8	85	9	12	10	85	11	50	12	58	13	50	14	64	15	75	16	65	17	30	18	95	19	91	20	99	21	50	22	23	23	16	24	79	25	98	26	12	27	87	28	69	29	48	
	0	2	1	79	2	84	3	39	4	72	5	62	6	82	7	49	8	68	9	93	10	15	11	88	12	79	13	47	14	20	15	83	16	27	17	75	18	19	19	78	20	91	21	42	22	65	23	99	24	57	25	52	26	19	27	93	28	28	29	44	
	0	46	1	15	2	82	3	67	4	42	5	47	6	5	7	42	8	85	9	5	10	58	11	100	12	6	13	98	14	74	15	77	16	5	17	18	18	57	19	42	20	14	21	82	22	73	23	7	24	63	25	60	26	13	27	7	28	10	29	24	
	0	95	1	52	2	60	3	23	4	28	5	26	6	40	7	71	8	22	9	26	10	8	11	31	12	40	13	83	14	98	15	75	16	98	17	13	18	30	19	51	20	64	21	98	22	80	23	48	24	46	25	86	26	46	27	67	28	2	29	84	
	0	9	1	35	2	62	3	52	4	65	5	83	6	4	7	72	8	10	9	53	10	36	11	90	12	37	13	26	14	85	15	35	16	68	17	73	18	32	19	34	20	55	21	100	22	10	23	92	24	76	25	37	26	29	27	56	28	94	29	7	
	0	75	1	9	2	54	3	94	4	24	5	27	6	55	7	52	8	45	9	31	10	80	11	71	12	10	13	54	14	36	15	75	16	8	17	45	18	50	19	93	20	39	21	32	22	3	23	98	24	44	25	36	26	62	27	98	28	39	29	12	
