1000 50 1
50
	0	21	1	15	2	49	3	80	4	7	5	37	6	76	7	93	8	45	9	99	10	55	11	18	12	90	13	47	14	45	15	89	16	58	17	64	18	87	19	12	20	73	21	20	22	44	23	48	24	21	25	68	26	21	27	67	28	14	29	48	30	54	31	5	32	38	33	51	34	97	35	71	36	58	37	48	38	99	39	55	40	2	41	91	42	57	43	92	44	93	45	81	46	20	47	45	48	66	49	30	
	0	89	1	12	2	75	3	17	4	69	5	89	6	83	7	71	8	88	9	78	10	23	11	74	12	1	13	9	14	29	15	21	16	86	17	16	18	73	19	5	20	58	21	82	22	85	23	2	24	50	25	16	26	41	27	92	28	40	29	81	30	16	31	21	32	51	33	15	34	91	35	35	36	75	37	16	38	4	39	56	40	12	41	88	42	35	43	22	44	3	45	14	46	8	47	58	48	9	49	67	
	0	56	1	8	2	41	3	88	4	90	5	12	6	53	7	98	8	2	9	65	10	69	11	7	12	94	13	44	14	44	15	61	16	13	17	37	18	75	19	92	20	70	21	41	22	4	23	19	24	57	25	19	26	96	27	51	28	33	29	24	30	17	31	14	32	14	33	74	34	4	35	51	36	73	37	86	38	71	39	67	40	15	41	30	42	19	43	68	44	3	45	74	46	60	47	47	48	81	49	4	
	0	54	1	39	2	16	3	31	4	76	5	34	6	14	7	25	8	64	9	25	10	15	11	20	12	95	13	15	14	40	15	7	16	87	17	75	18	55	19	6	20	63	21	66	22	49	23	91	24	85	25	96	26	39	27	85	28	40	29	88	30	26	31	75	32	58	33	43	34	66	35	99	36	89	37	6	38	57	39	37	40	34	41	80	42	34	43	38	44	62	45	93	46	21	47	82	48	33	49	66	
	0	58	1	58	2	1	3	43	4	83	5	64	6	93	7	31	8	14	9	20	10	87	11	28	12	84	13	51	14	76	15	82	16	40	17	19	18	46	19	82	20	28	21	51	22	88	23	91	24	34	25	35	26	50	27	97	28	2	29	59	30	56	31	38	32	68	33	92	34	34	35	42	36	38	37	15	38	94	39	32	40	73	41	95	42	42	43	72	44	73	45	43	46	12	47	96	48	10	49	21	
	0	44	1	74	2	21	3	86	4	73	5	95	6	32	7	25	8	12	9	62	10	99	11	96	12	82	13	52	14	12	15	45	16	49	17	64	18	50	19	91	20	3	21	5	22	26	23	18	24	8	25	47	26	31	27	88	28	5	29	11	30	68	31	95	32	50	33	14	34	36	35	75	36	12	37	53	38	18	39	37	40	59	41	8	42	67	43	94	44	12	45	8	46	6	47	14	48	7	49	100	
	0	2	1	58	2	10	3	92	4	79	5	89	6	73	7	17	8	99	9	54	10	81	11	65	12	3	13	11	14	48	15	70	16	63	17	5	18	78	19	62	20	54	21	68	22	36	23	87	24	83	25	99	26	63	27	46	28	90	29	46	30	83	31	54	32	40	33	64	34	65	35	49	36	55	37	87	38	18	39	62	40	32	41	68	42	43	43	11	44	38	45	83	46	79	47	79	48	4	49	28	
	0	28	1	73	2	19	3	28	4	50	5	83	6	19	7	31	8	1	9	82	10	52	11	60	12	62	13	47	14	65	15	98	16	33	17	50	18	90	19	58	20	66	21	11	22	19	23	34	24	62	25	29	26	77	27	1	28	70	29	12	30	75	31	38	32	64	33	33	34	69	35	31	36	13	37	53	38	42	39	21	40	39	41	7	42	61	43	90	44	7	45	17	46	28	47	84	48	34	49	37	
	0	60	1	13	2	30	3	35	4	36	5	57	6	64	7	43	8	52	9	79	10	62	11	18	12	25	13	32	14	91	15	33	16	68	17	55	18	86	19	16	20	97	21	78	22	1	23	86	24	88	25	82	26	74	27	58	28	3	29	85	30	12	31	24	32	81	33	72	34	41	35	2	36	98	37	41	38	19	39	12	40	43	41	91	42	50	43	76	44	78	45	77	46	53	47	50	48	29	49	14	
	0	17	1	97	2	68	3	1	4	10	5	95	6	76	7	78	8	56	9	14	10	42	11	61	12	63	13	16	14	38	15	63	16	31	17	49	18	50	19	61	20	85	21	26	22	94	23	28	24	54	25	38	26	66	27	39	28	14	29	32	30	74	31	2	32	48	33	50	34	18	35	39	36	48	37	69	38	11	39	69	40	8	41	67	42	83	43	9	44	11	45	28	46	37	47	14	48	41	49	43	
	0	56	1	13	2	76	3	15	4	46	5	61	6	47	7	88	8	48	9	62	10	82	11	66	12	13	13	45	14	13	15	53	16	64	17	40	18	18	19	6	20	24	21	58	22	62	23	55	24	72	25	13	26	40	27	15	28	52	29	14	30	43	31	76	32	71	33	67	34	9	35	28	36	74	37	20	38	76	39	78	40	61	41	39	42	60	43	66	44	73	45	9	46	8	47	78	48	34	49	91	
	0	7	1	44	2	64	3	7	4	39	5	10	6	2	7	40	8	65	9	52	10	18	11	57	12	23	13	44	14	28	15	8	16	48	17	64	18	81	19	8	20	38	21	25	22	36	23	41	24	42	25	14	26	54	27	96	28	32	29	63	30	47	31	92	32	41	33	76	34	37	35	91	36	19	37	74	38	96	39	87	40	80	41	76	42	87	43	48	44	99	45	68	46	35	47	54	48	61	49	72	
	0	65	1	49	2	44	3	64	4	91	5	29	6	50	7	95	8	56	9	29	10	77	11	98	12	80	13	4	14	22	15	86	16	21	17	86	18	72	19	49	20	39	21	21	22	59	23	39	24	39	25	63	26	27	27	87	28	47	29	65	30	19	31	69	32	74	33	22	34	90	35	88	36	87	37	99	38	6	39	84	40	99	41	15	42	32	43	34	44	17	45	94	46	31	47	97	48	6	49	60	
	0	64	1	30	2	19	3	23	4	76	5	96	6	75	7	54	8	46	9	45	10	13	11	8	12	28	13	5	14	82	15	77	16	69	17	27	18	43	19	6	20	40	21	51	22	88	23	72	24	16	25	4	26	17	27	7	28	61	29	19	30	42	31	12	32	95	33	45	34	83	35	28	36	5	37	85	38	85	39	6	40	88	41	6	42	25	43	36	44	43	45	4	46	22	47	85	48	40	49	75	
	0	81	1	94	2	41	3	42	4	9	5	59	6	97	7	34	8	81	9	71	10	46	11	38	12	24	13	48	14	32	15	3	16	68	17	21	18	79	19	24	20	7	21	1	22	38	23	67	24	46	25	4	26	7	27	20	28	83	29	14	30	24	31	100	32	22	33	40	34	49	35	82	36	20	37	40	38	44	39	10	40	37	41	81	42	39	43	31	44	85	45	7	46	63	47	43	48	57	49	53	
	0	6	1	50	2	100	3	28	4	83	5	31	6	57	7	65	8	38	9	87	10	100	11	48	12	84	13	36	14	57	15	60	16	20	17	31	18	96	19	43	20	36	21	27	22	4	23	50	24	91	25	89	26	23	27	85	28	53	29	85	30	56	31	61	32	70	33	83	34	92	35	56	36	55	37	91	38	65	39	95	40	22	41	54	42	25	43	27	44	9	45	1	46	79	47	57	48	58	49	77	
	0	25	1	95	2	82	3	6	4	99	5	33	6	4	7	34	8	83	9	94	10	29	11	33	12	63	13	73	14	59	15	26	16	71	17	39	18	67	19	81	20	88	21	45	22	24	23	25	24	82	25	87	26	38	27	10	28	4	29	68	30	99	31	91	32	48	33	14	34	41	35	34	36	57	37	43	38	97	39	4	40	34	41	90	42	36	43	88	44	10	45	59	46	57	47	92	48	93	49	90	
	0	34	1	23	2	43	3	23	4	45	5	96	6	3	7	64	8	43	9	15	10	100	11	32	12	71	13	94	14	87	15	23	16	90	17	71	18	52	19	31	20	14	21	60	22	35	23	61	24	57	25	9	26	79	27	58	28	80	29	21	30	63	31	54	32	93	33	96	34	81	35	18	36	39	37	82	38	60	39	2	40	1	41	61	42	54	43	54	44	10	45	58	46	52	47	70	48	16	49	45	
	0	30	1	29	2	22	3	26	4	10	5	47	6	40	7	72	8	51	9	60	10	75	11	13	12	56	13	73	14	59	15	49	16	100	17	34	18	43	19	40	20	62	21	17	22	15	23	3	24	10	25	45	26	87	27	7	28	9	29	71	30	79	31	97	32	87	33	59	34	3	35	41	36	55	37	81	38	30	39	46	40	97	41	81	42	48	43	8	44	7	45	65	46	77	47	49	48	65	49	66	
	0	100	1	50	2	100	3	21	4	37	5	45	6	86	7	10	8	64	9	57	10	72	11	2	12	68	13	66	14	68	15	63	16	99	17	55	18	6	19	33	20	26	21	62	22	3	23	55	24	17	25	93	26	34	27	96	28	62	29	60	30	20	31	6	32	68	33	76	34	22	35	59	36	88	37	92	38	40	39	60	40	83	41	55	42	36	43	35	44	22	45	80	46	53	47	5	48	43	49	82	
	0	40	1	100	2	29	3	40	4	86	5	39	6	48	7	34	8	24	9	8	10	34	11	50	12	28	13	79	14	94	15	29	16	88	17	49	18	20	19	62	20	53	21	24	22	9	23	10	24	61	25	94	26	49	27	43	28	14	29	34	30	87	31	39	32	79	33	46	34	66	35	64	36	94	37	63	38	7	39	45	40	74	41	99	42	94	43	4	44	85	45	49	46	37	47	83	48	14	49	24	
	0	83	1	26	2	100	3	85	4	55	5	18	6	84	7	28	8	46	9	16	10	18	11	57	12	27	13	9	14	93	15	79	16	22	17	63	18	90	19	35	20	87	21	38	22	30	23	51	24	85	25	93	26	85	27	19	28	67	29	32	30	100	31	52	32	35	33	1	34	14	35	56	36	27	37	75	38	23	39	91	40	81	41	38	42	2	43	99	44	23	45	26	46	41	47	76	48	15	49	56	
	0	35	1	78	2	36	3	7	4	78	5	15	6	4	7	1	8	74	9	6	10	42	11	25	12	79	13	86	14	8	15	73	16	19	17	49	18	90	19	96	20	80	21	40	22	72	23	65	24	69	25	16	26	7	27	84	28	15	29	59	30	64	31	23	32	36	33	33	34	18	35	86	36	36	37	90	38	50	39	24	40	5	41	29	42	32	43	93	44	29	45	44	46	53	47	68	48	82	49	59	
	0	48	1	66	2	26	3	63	4	74	5	34	6	36	7	71	8	51	9	28	10	79	11	57	12	38	13	17	14	62	15	7	16	89	17	100	18	10	19	70	20	71	21	59	22	17	23	17	24	51	25	22	26	28	27	47	28	10	29	57	30	8	31	22	32	72	33	45	34	77	35	32	36	68	37	84	38	47	39	100	40	54	41	62	42	6	43	27	44	71	45	45	46	5	47	61	48	25	49	25	
	0	35	1	14	2	36	3	69	4	91	5	49	6	44	7	42	8	35	9	40	10	48	11	61	12	81	13	63	14	72	15	13	16	5	17	16	18	60	19	75	20	13	21	68	22	6	23	42	24	98	25	3	26	11	27	15	28	29	29	2	30	41	31	17	32	84	33	54	34	20	35	54	36	11	37	10	38	99	39	30	40	18	41	53	42	34	43	86	44	8	45	22	46	87	47	97	48	10	49	21	
	0	26	1	51	2	11	3	11	4	18	5	83	6	77	7	54	8	37	9	51	10	5	11	35	12	27	13	31	14	67	15	74	16	64	17	75	18	45	19	11	20	32	21	82	22	94	23	56	24	9	25	11	26	66	27	34	28	84	29	71	30	1	31	24	32	56	33	53	34	69	35	84	36	65	37	50	38	2	39	93	40	29	41	38	42	22	43	35	44	57	45	1	46	45	47	5	48	83	49	91	
