200 40 1
40
	0	24	1	18	2	48	3	51	4	10	5	92	6	99	7	20	8	80	9	78	10	74	11	17	12	57	13	70	14	88	15	32	16	85	17	91	18	54	19	15	20	20	21	11	22	71	23	39	24	56	25	35	26	8	27	94	28	49	29	39	30	9	31	56	32	13	33	74	34	56	35	46	36	5	37	27	38	42	39	54	
	0	33	1	34	2	40	3	67	4	56	5	44	6	23	7	32	8	65	9	49	10	28	11	79	12	82	13	60	14	68	15	84	16	26	17	10	18	95	19	69	20	14	21	33	22	48	23	36	24	8	25	36	26	73	27	31	28	16	29	8	30	33	31	37	32	84	33	45	34	61	35	95	36	52	37	11	38	75	39	100	
	0	63	1	84	2	18	3	78	4	66	5	82	6	18	7	87	8	35	9	91	10	31	11	15	12	90	13	61	14	98	15	81	16	19	17	45	18	72	19	26	20	43	21	7	22	60	23	11	24	9	25	11	26	12	27	81	28	13	29	12	30	8	31	6	32	29	33	95	34	31	35	24	36	28	37	44	38	34	39	47	
	0	21	1	48	2	79	3	90	4	12	5	42	6	43	7	94	8	92	9	31	10	32	11	57	12	77	13	25	14	71	15	50	16	88	17	81	18	94	19	46	20	30	21	57	22	70	23	19	24	74	25	13	26	71	27	14	28	12	29	95	30	89	31	42	32	11	33	14	34	47	35	9	36	21	37	48	38	7	39	60	
	0	62	1	87	2	54	3	86	4	87	5	74	6	94	7	74	8	2	9	53	10	58	11	97	12	8	13	46	14	96	15	19	16	98	17	84	18	55	19	27	20	5	21	18	22	17	23	82	24	73	25	2	26	84	27	13	28	84	29	60	30	97	31	27	32	41	33	13	34	73	35	64	36	88	37	1	38	4	39	21	
	0	89	1	33	2	68	3	58	4	10	5	15	6	40	7	54	8	57	9	99	10	42	11	43	12	35	13	70	14	83	15	85	16	55	17	94	18	29	19	37	20	43	21	74	22	71	23	46	24	37	25	50	26	25	27	32	28	93	29	62	30	87	31	9	32	87	33	19	34	97	35	73	36	89	37	14	38	25	39	67	
	0	88	1	82	2	25	3	67	4	12	5	42	6	59	7	7	8	5	9	56	10	3	11	53	12	48	13	81	14	48	15	42	16	79	17	4	18	15	19	37	20	26	21	75	22	89	23	67	24	71	25	12	26	60	27	7	28	97	29	46	30	86	31	16	32	85	33	29	34	55	35	50	36	6	37	15	38	52	39	2	
	0	35	1	26	2	93	3	17	4	39	5	50	6	63	7	88	8	61	9	20	10	98	11	83	12	46	13	21	14	71	15	87	16	97	17	45	18	82	19	91	20	41	21	93	22	73	23	59	24	26	25	84	26	12	27	96	28	82	29	25	30	48	31	4	32	46	33	86	34	51	35	93	36	46	37	76	38	97	39	57	
	0	97	1	31	2	7	3	66	4	30	5	94	6	58	7	65	8	93	9	61	10	2	11	81	12	67	13	3	14	36	15	40	16	10	17	94	18	61	19	93	20	67	21	79	22	50	23	90	24	21	25	38	26	74	27	86	28	51	29	35	30	59	31	100	32	58	33	99	34	29	35	94	36	94	37	38	38	16	39	97	
	0	71	1	55	2	9	3	70	4	36	5	69	6	40	7	97	8	37	9	49	10	53	11	98	12	14	13	33	14	29	15	72	16	60	17	80	18	89	19	91	20	94	21	69	22	43	23	28	24	36	25	62	26	52	27	8	28	37	29	64	30	98	31	18	32	28	33	97	34	62	35	92	36	43	37	47	38	49	39	88	
