200 20 1
20
	0	108	1	106	2	101	3	100	4	114	5	117	6	118	7	106	8	104	9	108	10	107	11	115	12	112	13	106	14	106	15	111	16	117	17	108	18	117	19	118	
	0	40	1	48	2	41	3	44	4	41	5	55	6	46	7	48	8	50	9	53	10	54	11	39	12	45	13	39	14	46	15	40	16	47	17	43	18	46	19	43	
	0	33	1	26	2	34	3	33	4	26	5	43	6	35	7	38	8	33	9	28	10	34	11	34	12	30	13	40	14	28	15	25	16	31	17	32	18	27	19	34	
	0	26	1	22	2	19	3	29	4	18	5	26	6	19	7	31	8	26	9	35	10	31	11	21	12	18	13	33	14	29	15	22	16	33	17	22	18	24	19	32	
	0	54	1	50	2	59	3	59	4	51	5	59	6	47	7	50	8	53	9	46	10	49	11	59	12	49	13	60	14	58	15	51	16	47	17	48	18	55	19	61	
	0	25	1	26	2	14	3	17	4	25	5	7	6	10	7	20	8	12	9	21	10	21	11	21	12	15	13	16	14	18	15	25	16	24	17	15	18	13	19	7	
	0	75	1	73	2	84	3	81	4	82	5	82	6	86	7	80	8	83	9	73	10	78	11	87	12	75	13	87	14	86	15	71	16	88	17	83	18	86	19	88	
	0	92	1	83	2	97	3	82	4	83	5	86	6	95	7	97	8	93	9	96	10	79	11	80	12	86	13	87	14	78	15	86	16	91	17	90	18	78	19	78	
	0	53	1	54	2	53	3	56	4	42	5	44	6	43	7	38	8	52	9	51	10	51	11	49	12	46	13	53	14	50	15	57	16	46	17	44	18	57	19	44	
	0	47	1	37	2	47	3	51	4	55	5	38	6	38	7	47	8	46	9	51	10	47	11	51	12	42	13	36	14	40	15	45	16	46	17	48	18	55	19	37	
	0	39	1	31	2	42	3	47	4	45	5	43	6	30	7	33	8	45	9	35	10	42	11	39	12	30	13	45	14	30	15	37	16	44	17	45	18	46	19	31	
	0	30	1	38	2	40	3	40	4	28	5	25	6	32	7	22	8	35	9	29	10	40	11	30	12	23	13	29	14	22	15	22	16	24	17	23	18	34	19	32	
	0	31	1	18	2	28	3	33	4	22	5	25	6	35	7	24	8	33	9	27	10	33	11	21	12	18	13	18	14	33	15	31	16	16	17	24	18	34	19	19	
	0	70	1	57	2	65	3	62	4	55	5	53	6	54	7	53	8	64	9	68	10	66	11	65	12	54	13	59	14	64	15	63	16	53	17	66	18	61	19	68	
	0	68	1	82	2	70	3	71	4	72	5	74	6	66	7	78	8	68	9	63	10	65	11	77	12	77	13	79	14	82	15	81	16	81	17	79	18	63	19	68	
	0	25	1	31	2	36	3	36	4	40	5	42	6	30	7	33	8	41	9	25	10	41	11	44	12	36	13	40	14	41	15	40	16	38	17	38	18	31	19	39	
