500 30 1
30
	0	77	1	78	2	42	3	22	4	93	5	88	6	91	7	38	8	39	9	55	10	48	11	19	12	67	13	49	14	30	15	63	16	53	17	40	18	35	19	73	20	15	21	14	22	66	23	62	24	72	25	59	26	33	27	20	28	80	29	106	
	0	77	1	75	2	43	3	22	4	89	5	85	6	87	7	51	8	51	9	50	10	61	11	13	12	70	13	54	14	21	15	62	16	52	17	44	18	33	19	85	20	8	21	18	22	75	23	51	24	73	25	69	26	40	27	7	28	73	29	109	
	0	77	1	68	2	46	3	27	4	95	5	91	6	80	7	57	8	48	9	53	10	56	11	13	12	68	13	54	14	34	15	65	16	48	17	40	18	27	19	88	20	16	21	17	22	69	23	52	24	78	25	63	26	33	27	7	28	70	29	98	
	0	63	1	78	2	44	3	18	4	98	5	82	6	74	7	46	8	50	9	47	10	50	11	21	12	74	13	43	14	21	15	54	16	40	17	42	18	33	19	76	20	23	21	15	22	70	23	66	24	87	25	73	26	36	27	23	28	70	29	97	
	0	71	1	77	2	32	3	31	4	96	5	85	6	84	7	54	8	36	9	57	10	56	11	14	12	71	13	40	14	20	15	56	16	49	17	30	18	37	19	72	20	17	21	10	22	67	23	55	24	76	25	63	26	35	27	18	28	80	29	98	
	0	72	1	84	2	41	3	32	4	98	5	84	6	82	7	50	8	37	9	50	10	53	11	21	12	60	13	42	14	31	15	56	16	41	17	41	18	42	19	81	20	19	21	10	22	68	23	59	24	70	25	57	26	43	27	21	28	71	29	99	
	0	79	1	71	2	30	3	18	4	103	5	82	6	75	7	41	8	40	9	56	10	57	11	30	12	71	13	41	14	30	15	60	16	47	17	39	18	38	19	83	20	5	21	23	22	71	23	50	24	88	25	59	26	29	27	23	28	79	29	107	
	0	69	1	66	2	43	3	24	4	93	5	90	6	74	7	46	8	47	9	55	10	52	11	19	12	60	13	36	14	19	15	57	16	41	17	49	18	36	19	80	20	17	21	25	22	63	23	67	24	74	25	71	26	28	27	21	28	70	29	92	
	0	64	1	80	2	33	3	32	4	91	5	86	6	81	7	38	8	40	9	46	10	60	11	29	12	64	13	44	14	29	15	55	16	52	17	37	18	24	19	81	20	9	21	8	22	72	23	63	24	77	25	68	26	40	27	11	28	67	29	103	
	0	82	1	79	2	32	3	29	4	99	5	92	6	76	7	43	8	36	9	52	10	64	11	14	12	67	13	42	14	29	15	71	16	48	17	49	18	25	19	86	20	16	21	18	22	72	23	53	24	69	25	60	26	35	27	18	28	79	29	106	
	0	76	1	80	2	38	3	26	4	105	5	73	6	91	7	52	8	37	9	41	10	53	11	24	12	58	13	53	14	28	15	57	16	40	17	43	18	24	19	76	20	9	21	20	22	63	23	53	24	69	25	63	26	41	27	18	28	75	29	98	
	0	74	1	85	2	30	3	30	4	93	5	82	6	75	7	55	8	50	9	52	10	63	11	13	12	66	13	40	14	28	15	71	16	53	17	46	18	37	19	78	20	22	21	17	22	72	23	67	24	71	25	57	26	39	27	20	28	75	29	94	
	0	76	1	76	2	40	3	25	4	101	5	73	6	85	7	39	8	45	9	58	10	48	11	24	12	65	13	41	14	17	15	58	16	52	17	43	18	24	19	87	20	4	21	15	22	72	23	59	24	73	25	60	26	29	27	4	28	73	29	96	
	0	72	1	74	2	40	3	26	4	91	5	85	6	76	7	54	8	47	9	41	10	62	11	16	12	77	13	50	14	29	15	58	16	46	17	47	18	38	19	78	20	22	21	12	22	59	23	62	24	73	25	74	26	45	27	9	28	76	29	96	
	0	70	1	79	2	43	3	16	4	94	5	85	6	87	7	42	8	53	9	43	10	60	11	19	12	58	13	53	14	35	15	58	16	46	17	49	18	36	19	86	20	21	21	7	22	64	23	68	24	79	25	69	26	41	27	17	28	73	29	108	
