1000 30 1
30
	0	49	1	54	2	33	3	53	4	13	5	51	6	101	7	67	8	7	9	39	10	18	11	71	12	40	13	24	14	52	15	29	16	38	17	69	18	10	19	11	20	115	21	19	22	44	23	83	24	33	25	95	26	52	27	62	28	81	29	72	
	0	53	1	54	2	28	3	60	4	19	5	58	6	101	7	76	8	15	9	53	10	5	11	74	12	41	13	31	14	66	15	37	16	38	17	68	18	15	19	22	20	108	21	21	22	47	23	88	24	30	25	82	26	52	27	65	28	86	29	79	
	0	61	1	51	2	29	3	63	4	20	5	60	6	106	7	79	8	13	9	44	10	15	11	76	12	37	13	32	14	54	15	19	16	22	17	56	18	14	19	9	20	112	21	17	22	42	23	101	24	36	25	84	26	40	27	73	28	89	29	77	
	0	55	1	50	2	21	3	62	4	17	5	62	6	109	7	73	8	18	9	43	10	15	11	67	12	34	13	23	14	68	15	22	16	36	17	56	18	14	19	18	20	100	21	5	22	42	23	87	24	23	25	79	26	42	27	69	28	84	29	84	
	0	59	1	44	2	23	3	46	4	20	5	54	6	97	7	73	8	12	9	41	10	13	11	82	12	45	13	24	14	65	15	24	16	33	17	71	18	14	19	20	20	98	21	11	22	48	23	97	24	30	25	88	26	50	27	57	28	74	29	78	
	0	48	1	60	2	34	3	63	4	20	5	50	6	111	7	74	8	23	9	41	10	19	11	73	12	32	13	20	14	51	15	37	16	24	17	59	18	5	19	15	20	102	21	3	22	41	23	88	24	25	25	88	26	41	27	68	28	77	29	67	
	0	55	1	45	2	20	3	49	4	21	5	63	6	108	7	75	8	12	9	47	10	10	11	80	12	40	13	31	14	53	15	26	16	33	17	65	18	13	19	4	20	100	21	3	22	44	23	101	24	39	25	91	26	42	27	63	28	89	29	72	
	0	57	1	46	2	30	3	51	4	3	5	50	6	111	7	79	8	18	9	50	10	16	11	76	12	45	13	27	14	67	15	28	16	28	17	63	18	7	19	4	20	102	21	20	22	43	23	86	24	35	25	82	26	50	27	67	28	89	29	86	
	0	60	1	47	2	27	3	65	4	21	5	60	6	97	7	82	8	9	9	51	10	7	11	67	12	31	13	21	14	64	15	33	16	37	17	59	18	11	19	9	20	101	21	15	22	44	23	91	24	29	25	80	26	40	27	69	28	83	29	83	
	0	54	1	61	2	37	3	58	4	2	5	62	6	99	7	75	8	24	9	36	10	8	11	84	12	36	13	32	14	58	15	30	16	34	17	67	18	7	19	22	20	96	21	8	22	37	23	97	24	30	25	77	26	51	27	71	28	73	29	74	
	0	48	1	48	2	23	3	65	4	21	5	63	6	112	7	74	8	16	9	42	10	5	11	79	12	47	13	28	14	51	15	37	16	30	17	57	18	19	19	17	20	97	21	9	22	31	23	86	24	37	25	92	26	47	27	69	28	89	29	70	
	0	50	1	58	2	31	3	48	4	12	5	63	6	113	7	85	8	12	9	48	10	22	11	83	12	40	13	24	14	62	15	19	16	33	17	68	18	19	19	15	20	96	21	12	22	43	23	90	24	32	25	88	26	46	27	65	28	90	29	77	
