1000 10 1
10
	0	81	1	70	2	25	3	41	4	37	5	79	6	49	7	79	8	23	9	19	
	0	81	1	74	2	40	3	56	4	23	5	90	6	37	7	84	8	15	9	17	
	0	89	1	75	2	37	3	59	4	24	5	84	6	34	7	79	8	9	9	28	
	0	87	1	74	2	37	3	42	4	29	5	82	6	49	7	81	8	18	9	15	
	0	95	1	76	2	27	3	46	4	36	5	94	6	45	7	77	8	16	9	17	
	0	84	1	72	2	30	3	51	4	36	5	94	6	35	7	94	8	11	9	25	
	0	91	1	81	2	40	3	41	4	29	5	79	6	36	7	95	8	16	9	27	
	0	97	1	70	2	34	3	51	4	27	5	78	6	35	7	87	8	6	9	18	
	0	96	1	67	2	31	3	41	4	21	5	92	6	37	7	86	8	9	9	15	
	0	86	1	77	2	33	3	54	4	22	5	82	6	39	7	79	8	4	9	32	
	0	84	1	80	2	35	3	45	4	37	5	87	6	40	7	82	8	12	9	26	
	0	94	1	78	2	31	3	52	4	28	5	75	6	49	7	93	8	20	9	32	
	0	84	1	66	2	41	3	47	4	37	5	78	6	36	7	92	8	13	9	26	
	0	84	1	68	2	25	3	58	4	33	5	90	6	37	7	83	8	13	9	30	
	0	98	1	72	2	29	3	58	4	34	5	78	6	41	7	80	8	19	9	31	
	0	82	1	83	2	35	3	52	4	27	5	75	6	40	7	86	8	9	9	27	
	0	93	1	68	2	42	3	51	4	34	5	81	6	39	7	90	8	8	9	13	
	0	79	1	65	2	28	3	58	4	32	5	90	6	47	7	85	8	4	9	29	
	0	81	1	81	2	44	3	58	4	30	5	88	6	46	7	77	8	12	9	22	
	0	88	1	70	2	38	3	44	4	29	5	82	6	38	7	90	8	17	9	25	
	0	98	1	78	2	42	3	57	4	39	5	84	6	43	7	90	8	12	9	30	
	0	84	1	72	2	26	3	46	4	39	5	88	6	33	7	92	8	14	9	21	
	0	82	1	70	2	30	3	56	4	26	5	84	6	36	7	91	8	18	9	31	
	0	81	1	69	2	41	3	50	4	36	5	78	6	46	7	88	8	18	9	21	
	0	90	1	74	2	44	3	54	4	35	5	90	6	46	7	95	8	9	9	22	
	0	85	1	66	2	34	3	46	4	25	5	81	6	31	7	95	8	21	9	18	
	0	81	1	70	2	30	3	40	4	31	5	79	6	37	7	80	8	23	9	17	
	0	97	1	72	2	34	3	55	4	37	5	88	6	37	7	84	8	10	9	28	
	0	82	1	76	2	32	3	59	4	28	5	88	6	50	7	90	8	8	9	32	
	0	85	1	77	2	44	3	45	4	27	5	82	6	40	7	82	8	19	9	23	
	0	87	1	64	2	26	3	41	4	37	5	87	6	39	7	89	8	7	9	13	
	0	98	1	81	2	33	3	59	4	26	5	77	6	49	7	94	8	10	9	31	
	0	93	1	79	2	33	3	57	4	20	5	84	6	48	7	81	8	17	9	18	
	0	93	1	83	2	33	3	41	4	22	5	81	6	48	7	89	8	11	9	23	
	0	85	1	82	2	31	3	49	4	20	5	84	6	31	7	87	8	13	9	24	
	0	94	1	74	2	28	3	58	4	39	5	85	6	40	7	94	8	17	9	29	
	0	93	1	83	2	42	3	56	4	32	5	88	6	40	7	77	8	13	9	25	
	0	95	1	79	2	41	3	54	4	24	5	94	6	36	7	87	8	20	9	28	
	0	80	1	78	2	31	3	49	4	23	5	88	6	36	7	89	8	16	9	32	
	0	94	1	70	2	34	3	47	4	25	5	94	6	46	7	79	8	7	9	19	
	0	96	1	82	2	43	3	40	4	25	5	78	6	34	7	79	8	11	9	29	
	0	92	1	74	2	39	3	50	4	22	5	88	6	41	7	92	8	6	9	21	
	0	94	1	82	2	40	3	51	4	22	5	93	6	46	7	83	8	20	9	18	
	0	85	1	83	2	43	3	42	4	26	5	75	6	33	7	82	8	8	9	16	
	0	95	1	66	2	33	3	50	4	20	5	85	6	49	7	91	8	23	9	22	
	0	83	1	65	2	28	3	55	4	25	5	84	6	47	7	91	8	14	9	29	
	0	79	1	66	2	25	3	51	4	20	5	78	6	35	7	78	8	12	9	22	
	0	89	1	67	2	27	3	44	4	25	5	84	6	34	7	92	8	5	9	32	
	0	84	1	72	2	30	3	56	4	37	5	94	6	36	7	96	8	21	9	25	
	0	85	1	68	2	29	3	57	4	31	5	76	6	45	7	79	8	16	9	18	
	0	89	1	76	2	26	3	50	4	35	5	79	6	36	7	86	8	20	9	24	
	0	79	1	80	2	36	3	42	4	34	5	77	6	48	7	84	8	14	9	25	
	0	83	1	75	2	36	3	45	4	39	5	76	6	49	7	79	8	21	9	30	
	0	96	1	80	2	27	3	44	4	33	5	85	6	48	7	78	8	4	9	25	
	0	94	1	76	2	29	3	54	4	39	5	85	6	35	7	85	8	20	9	24	
	0	86	1	74	2	43	3	51	4	33	5	81	6	47	7	88	8	5	9	32	
	0	89	1	71	2	37	3	48	4	24	5	78	6	46	7	82	8	7	9	23	
	0	96	1	78	2	27	3	49	4	20	5	75	6	44	7	92	8	14	9	31	
	0	83	1	78	2	31	3	59	4	37	5	90	6	46	7	92	8	20	9	25	
	0	98	1	80	2	34	3	42	4	24	5	84	6	47	7	92	8	7	9	22	
	0	92	1	64	2	32	3	59	4	28	5	88	6	43	7	89	8	22	9	26	
	0	92	1	68	2	42	3	45	4	32	5	86	6	50	7	79	8	19	9	20	
	0	87	1	82	2	35	3	42	4	26	5	77	6	32	7	89	8	4	9	30	
	0	88	1	78	2	34	3	40	4	38	5	90	6	48	7	77	8	20	9	15	
	0	87	1	74	2	43	3	59	4	37	5	85	6	39	7	77	8	10	9	13	
	0	94	1	69	2	44	3	47	4	37	5	78	6	35	7	80	8	10	9	28	
	0	82	1	70	2	29	3	53	4	34	5	83	6	32	7	88	8	15	9	25	
	0	97	1	81	2	32	3	43	4	39	5	77	6	32	7	87	8	13	9	28	
	0	90	1	75	2	44	3	43	4	30	5	80	6	39	7	85	8	22	9	27	
	0	82	1	73	2	44	3	43	4	37	5	89	6	41	7	82	8	15	9	26	
	0	92	1	75	2	40	3	50	4	25	5	82	6	42	7	83	8	15	9	26	
